iter	F1	Logloss
230	0.9792998146	0.04827622822
231	0.9793007176	0.04818902097
232	0.9794520548	0.0480263517
233	0.9796247818	0.04785449686
234	0.9797120419	0.04779914499
235	0.9798856844	0.04768178418
236	0.9799079387	0.04758176235
237	0.9799969461	0.04747654238
238	0.9799969461	0.0474506298
239	0.9800191955	0.04741539934
240	0.9801483421	0.04733421227
241	0.9801919721	0.0470805964
242	0.9802569864	0.04702714422
243	0.9803870236	0.04683547637
244	0.9804537522	0.04664769386
245	0.9805640992	0.04657153069
246	0.9805632512	0.04650104028
247	0.9806068803	0.04644972507
248	0.9806907687	0.0463328955
249	0.9807344053	0.04624822374
250	0.9806727455	0.04612867642
251	0.9809534199	0.04602872332
252	0.9809756523	0.04599769689
253	0.9810406894	0.04592639403
254	0.9810168012	0.04575095285
255	0.9811683069	0.04563652297
256	0.9813428765	0.04544383816
257	0.981364291	0.04541666556
258	0.9814285403	0.04526411871
259	0.981384894	0.04522767892
260	0.9814697601	0.04513969126
261	0.981557064	0.04500032469
262	0.9816007159	0.04489445967
263	0.981774528	0.04469142163
264	0.9819737244	0.0443540564
265	0.9819086485	0.04427848373
266	0.9819300773	0.04418729996
267	0.9820578862	0.04400446656
268	0.9821245389	0.04388832783
269	0.9821681908	0.04371474535
270	0.9821888506	0.04368589439
271	0.9822110662	0.04361681446
272	0.9822761601	0.04354770692
273	0.9823626997	0.04343343031
274	0.9824293354	0.04334948018
275	0.9824745193	0.04328824338
276	0.9825151165	0.04320435732
277	0.9825817436	0.04312277731
278	0.9826246398	0.04307985671
279	0.9826246398	0.04305727224
280	0.9826253983	0.04296484428
281	0.9827793177	0.04284688099
282	0.9828229696	0.04272998175
283	0.982887327	0.04261038905
284	0.9829953505	0.04248387348
285	0.982994608	0.04246115803
286	0.9831048634	0.04223840922
287	0.9831507268	0.0420688832
288	0.9831277966	0.04180664347
289	0.9832387604	0.04161158424
290	0.9832824094	0.04155234104
291	0.9833267863	0.04145802815
292	0.9833697076	0.04139031155
293	0.9834126326	0.0413561455
294	0.9836094197	0.0411684682
295	0.9836094197	0.04112484927
296	0.983696008	0.04109193197
297	0.983673113	0.04091889028
298	0.9837604226	0.04088069718
299	0.9837611315	0.04081903533
